time,POLE_VAULTING,FOOTBALL,ZOMBONI,JACK_IN_THE_BOX,BALLON,DIGGER,LADDER,CATAPULT,GARGANTUAAR,
0,879,819,809,819,819,819,819,834,854,
1,879,819,808.75,819,818.908,818.34,819,834,854,
2,879,819,808.5,819,818.816,817.68,819,834,854,
3,879,819,808.25,819,818.724,817.02,819,834,854,
4,879,819,808,819,818.632,816.36,819,834,854,
5,879,819,807.75,819,818.54,815.7,819,834,854,
6,879,819,807.5,819,818.448,815.04,819,834,854,
7,879,819,807.25,819,818.356,814.38,819,834,854,
8,879,819,807,819,818.264,813.72,819,834,854,
9,879,819,806.75,819,818.172,813.06,819,834,854,
10,879,819,806.5,819,818.08,812.4,819,834,854,
11,879,819,806.25,819,817.988,811.74,819,834,854,
12,879,819,806,819,817.896,811.08,819,834,854,
13,879,819,805.75,819,817.804,810.42,819,834,854,
14,879,819,805.5,819,817.712,809.76,819,834,854,
15,879,819,805.25,819,817.62,809.1,819,834,854,
16,879,819,805,819,817.528,808.44,819,834,854,
17,879,819,804.75,819,817.436,807.78,819,834,854,
18,879,819,804.5,819,817.344,807.12,819,834,854,
19,879,819,804.25,819,817.252,806.461,819,834,854,
20,879,819,804,819,817.16,805.801,819,834,854,
21,879,819,803.75,819,817.068,805.141,819,834,854,
22,879,819,803.5,819,816.976,804.481,819,834,854,
23,879,819,803.25,819,816.884,803.821,819,834,854,
24,879,819,803,819,816.792,803.161,819,834,854,
25,879,819,802.75,819,816.701,802.501,819,834,854,
26,879,819,802.5,819,816.609,801.841,819,834,854,
27,879,819,802.25,819,816.517,801.181,819,834,854,
28,879,819,802,819,816.425,800.521,819,834,854,
29,879,819,801.75,819,816.333,799.861,819,834,854,
30,879,819,801.5,819,816.241,799.201,819,834,854,
31,879,819,801.25,819,816.149,798.541,819,834,854,
32,879,819,801,819,816.057,797.881,819,834,854,
33,879,819,800.75,819,815.965,797.221,819,834,854,
34,879,819,800.5,819,815.873,796.561,819,834,854,
35,879,819,800.25,819,815.781,795.901,819,834,854,
36,879,819,800,819,815.689,795.241,819,834,854,
37,879,819,799.75,819,815.597,794.581,819,834,854,
38,879,819,799.5,819,815.505,793.921,819,834,854,
39,879,819,799.25,819,815.413,793.261,819,834,854,
40,879,819,799,819,815.321,792.601,819,834,854,
41,879,819,798.75,819,815.229,791.941,819,834,854,
42,879,819,798.5,819,815.137,791.281,819,834,854,
43,879,819,798.25,819,815.045,790.621,819,834,854,
44,879,819,798,819,814.953,789.961,819,834,854,
45,879,819,797.75,819,814.861,789.301,819,834,854,
46,879,819,797.5,819,814.769,788.641,819,834,854,
47,879,819,797.25,819,814.677,787.981,819,834,854,
48,879,819,797,819,814.585,787.321,819,834,854,
49,879,819,796.75,819,814.493,786.661,819,834,854,
50,879,819,796.5,819,814.401,786.001,819,834,854,
51,879,819,796.25,819,814.309,785.341,819,834,854,
52,879,819,796,819,814.217,784.681,819,834,854,
53,879,819,795.75,819,814.125,784.021,819,834,854,
54,879,819,795.5,819,814.033,783.361,819,834,854,
55,879,819,795.25,819,813.941,782.701,819,834,854,
56,879,819,795,819,813.849,782.042,819,834,854,
57,879,819,794.75,819,813.757,781.382,819,834,854,
58,879,819,794.5,819,813.665,780.722,819,834,854,
59,879,819,794.25,819,813.573,780.062,819,834,854,
60,879,819,794,819,813.481,779.402,819,834,854,
61,879,819,793.75,819,813.389,778.742,819,834,854,
62,879,819,793.5,819,813.297,778.082,819,834,854,
63,879,819,793.25,819,813.205,777.422,819,834,854,
64,879,819,793,819,813.113,776.762,819,834,854,
65,879,819,792.75,819,813.021,776.102,819,834,854,
66,879,819,792.5,819,812.929,775.442,819,834,854,
67,879,819,792.25,819,812.837,774.782,819,834,854,
68,879,819,792,819,812.745,774.122,819,834,854,
69,879,819,791.75,819,812.653,773.462,819,834,854,
70,879,819,791.5,819,812.561,772.802,819,834,854,
71,879,819,791.25,819,812.469,772.142,819,834,854,
72,879,819,791,819,812.377,771.482,819,834,854,
73,879,819,790.75,819,812.285,770.822,819,834,854,
74,879,819,790.5,819,812.193,770.162,819,834,854,
75,879,819,790.25,819,812.102,769.502,819,834,854,
76,879,819,790,819,812.01,768.842,819,834,854,
77,879,819,789.75,819,811.918,768.182,819,834,854,
78,879,819,789.5,819,811.826,767.522,819,834,854,
79,879,819,789.25,819,811.734,766.862,819,834,854,
80,879,819,789,819,811.642,766.202,819,834,854,
81,879,819,788.75,819,811.55,765.542,819,834,854,
82,879,819,788.5,819,811.458,764.882,819,834,854,
83,879,819,788.25,819,811.366,764.222,819,834,854,
84,879,819,788,819,811.274,763.562,819,834,854,
85,879,819,787.75,819,811.182,762.902,819,834,854,
86,879,819,787.5,819,811.09,762.242,819,834,854,
87,879,819,787.25,819,810.998,761.582,819,834,854,
88,879,819,787,819,810.906,760.922,819,834,854,
89,879,819,786.75,819,810.814,760.262,819,834,854,
90,879,819,786.5,819,810.722,759.602,819,834,854,
91,879,819,786.25,819,810.63,758.942,819,834,854,
92,879,819,786,819,810.538,758.282,819,834,854,
93,879,819,785.75,819,810.446,757.622,819,834,854,
94,879,819,785.5,819,810.354,756.963,819,834,854,
95,879,819,785.25,819,810.262,756.303,819,834,854,
96,879,819,785,819,810.17,755.643,819,834,854,
97,879,819,784.75,819,810.078,754.983,819,834,854,
98,879,819,784.5,819,809.986,754.323,819,834,854,
99,879,819,784.25,819,809.894,753.663,819,834,854,
100,879,819,784,819,809.802,753.003,819,834,854,
101,879,819,783.75,819,809.71,752.343,819,834,854,
102,879,819,783.5,819,809.618,751.683,819,834,854,
103,879,819,783.25,819,809.526,751.023,819,834,854,
104,879,819,783,819,809.434,750.363,819,834,854,
105,879,819,782.75,819,809.342,749.703,819,834,854,
106,879,819,782.5,819,809.25,749.043,819,834,854,
107,879,819,782.25,819,809.158,748.383,819,834,854,
108,879,819,782,819,809.066,747.723,819,834,854,
109,879,819,781.75,819,808.974,747.063,819,834,854,
110,879,819,781.5,819,808.882,746.403,819,834,854,
111,879,819,781.25,819,808.79,745.743,819,834,854,
112,879,819,781,819,808.698,745.083,819,834,854,
113,879,819,780.75,819,808.606,744.423,819,834,854,
114,879,819,780.5,819,808.514,743.763,819,834,854,
115,879,819,780.25,819,808.422,743.103,819,834,854,
116,879,819,780,819,808.33,742.443,819,834,854,
117,879,819,779.75,819,808.238,741.783,819,834,854,
118,879,819,779.5,819,808.146,741.123,819,834,854,
119,879,819,779.25,819,808.054,740.463,819,834,854,
120,879,819,779,819,807.962,739.803,819,834,854,
121,879,819,778.75,819,807.87,739.143,819,834,854,
122,879,819,778.5,819,807.778,738.483,819,834,854,
123,879,819,778.25,819,807.686,737.823,819,834,854,
124,879,819,778,819,807.594,737.163,819,834,854,
125,879,819,777.75,819,807.503,736.503,819,834,854,
126,879,819,777.5,819,807.411,735.843,819,834,854,
127,879,819,777.25,819,807.319,735.183,819,834,854,
128,879,819,777,819,807.227,734.523,819,834,854,
129,879,819,776.75,819,807.135,733.863,819,834,854,
130,879,819,776.5,819,807.043,733.203,819,834,854,
131,879,819,776.25,819,806.951,732.544,819,834,854,
132,879,819,776,819,806.859,731.884,819,834,854,
133,879,819,775.75,819,806.767,731.224,819,834,854,
134,879,819,775.5,819,806.675,730.564,819,834,854,
135,879,819,775.25,819,806.583,729.904,819,834,854,
136,879,819,775,819,806.491,729.244,819,834,854,
137,879,819,774.75,819,806.399,728.584,819,834,854,
138,879,819,774.5,819,806.307,727.924,819,834,854,
139,879,819,774.25,819,806.215,727.264,819,834,854,
140,879,819,774,819,806.123,726.604,819,834,854,
141,879,819,773.75,819,806.031,725.944,819,834,854,
142,879,819,773.5,819,805.939,725.284,819,834,854,
143,879,819,773.25,819,805.847,724.624,819,834,854,
144,879,819,773,819,805.755,723.964,819,834,854,
145,879,819,772.75,819,805.663,723.304,819,834,854,
146,879,819,772.5,819,805.571,722.644,819,834,854,
147,879,819,772.25,819,805.479,721.984,819,834,854,
148,879,819,772,819,805.387,721.324,819,834,854,
149,879,819,771.75,819,805.295,720.664,819,834,854,
150,879,819,771.5,819,805.203,720.004,819,834,854,
151,879,819,771.25,819,805.111,719.344,819,834,854,
152,879,819,771,819,805.019,718.684,819,834,854,
153,879,819,770.75,819,804.927,718.024,819,834,854,
154,879,819,770.5,819,804.835,717.364,819,834,854,
155,879,819,770.25,819,804.743,716.704,819,834,854,
156,879,819,770,819,804.651,716.044,819,834,854,
157,879,819,769.75,819,804.559,715.384,819,834,854,
158,879,819,769.5,819,804.467,714.724,819,834,854,
159,879,819,769.25,819,804.375,714.064,819,834,854,
160,879,819,769,819,804.283,713.404,819,834,854,
161,879,819,768.75,819,804.191,712.744,819,834,854,
162,879,819,768.5,819,804.099,712.084,819,834,854,
163,879,819,768.25,819,804.007,711.424,819,834,854,
164,879,819,768,819,803.915,710.764,819,834,854,
165,879,819,767.75,819,803.823,710.104,819,834,854,
166,879,819,767.5,819,803.731,709.444,819,834,854,
167,879,819,767.25,819,803.639,708.784,819,834,854,
168,879,819,767,819,803.547,708.125,819,834,854,
169,879,819,766.75,819,803.455,707.465,819,834,854,
170,879,819,766.5,819,803.363,706.805,819,834,854,
171,879,819,766.25,819,803.271,706.145,819,834,854,
172,879,819,766,819,803.179,705.485,819,834,854,
173,879,819,765.75,819,803.087,704.825,819,834,854,
174,879,819,765.5,819,802.995,704.165,819,834,854,
175,879,819,765.25,819,802.904,703.505,819,834,854,
176,879,819,765,819,802.812,702.845,819,834,854,
177,879,819,764.75,819,802.72,702.185,819,834,854,
178,879,819,764.5,819,802.628,701.525,819,834,854,
179,879,819,764.25,819,802.536,700.865,819,834,854,
180,879,819,764,819,802.444,700.205,819,834,854,
181,879,819,763.75,819,802.352,699.545,819,834,854,
182,879,819,763.5,819,802.26,698.885,819,834,854,
183,879,819,763.25,819,802.168,698.225,819,834,854,
184,879,819,763,819,802.076,697.565,819,834,854,
185,879,819,762.75,819,801.984,696.905,819,834,854,
186,879,819,762.5,819,801.892,696.245,819,834,854,
187,879,819,762.25,819,801.8,695.585,819,834,854,
188,879,819,762,819,801.708,694.925,819,834,854,
189,879,819,761.75,819,801.616,694.265,819,834,854,
190,879,819,761.5,819,801.524,693.605,819,834,854,
191,879,819,761.25,819,801.432,692.945,819,834,854,
192,879,819,761,819,801.34,692.285,819,834,854,
193,879,819,760.75,819,801.248,691.625,819,834,854,
194,879,819,760.5,819,801.156,690.965,819,834,854,
195,879,819,760.25,819,801.064,690.305,819,834,854,
196,879,819,760,819,800.972,689.645,819,834,854,
197,879,819,759.75,819,800.88,688.985,819,834,854,
198,879,819,759.5,819,800.788,688.325,819,834,854,
199,879,819,759.25,819,800.696,687.665,819,834,854,
200,879,819,759,819,800.604,687.005,819,834,854,
201,879,819,758.75,819,800.512,686.345,819,834,854,
202,879,819,758.5,819,800.42,685.685,819,834,854,
203,879,819,758.25,819,800.328,685.025,819,834,854,
204,879,819,758,819,800.236,684.365,819,834,854,
205,879,819,757.75,819,800.144,683.706,819,834,854,
206,879,819,757.5,819,800.052,683.046,819,834,854,
207,879,819,757.25,819,799.96,682.386,819,834,854,
208,879,819,757,819,799.868,681.726,819,834,854,
209,879,819,756.75,819,799.776,681.066,819,834,854,
210,879,819,756.5,819,799.684,680.406,819,834,854,
211,879,819,756.25,819,799.592,679.746,819,834,854,
212,879,819,756,819,799.5,679.086,819,834,854,
213,879,819,755.75,819,799.408,678.426,819,834,854,
214,879,819,755.5,819,799.316,677.766,819,834,854,
215,879,819,755.25,819,799.224,677.106,819,834,854,
216,879,819,755,819,799.132,676.446,819,834,854,
217,879,819,754.75,819,799.04,675.786,819,834,854,
218,879,819,754.5,819,798.948,675.126,819,834,854,
219,879,819,754.25,819,798.856,674.466,819,834,854,
220,879,819,754,819,798.764,673.806,819,834,854,
221,879,819,753.75,819,798.672,673.146,819,834,854,
222,879,819,753.5,819,798.58,672.486,819,834,854,
223,879,819,753.25,819,798.488,671.826,819,834,854,
224,879,819,753,819,798.396,671.166,819,834,854,
225,879,819,752.75,819,798.305,670.506,819,834,854,
226,879,819,752.5,819,798.213,669.846,819,834,854,
227,879,819,752.25,819,798.121,669.186,819,834,854,
228,879,819,752,819,798.029,668.526,819,834,854,
229,879,819,751.75,819,797.937,667.866,819,834,854,
230,879,819,751.5,819,797.845,667.206,819,834,854,
231,879,819,751.25,819,797.753,666.546,819,834,854,
232,879,819,751,819,797.661,665.886,819,834,854,
233,879,819,750.75,819,797.569,665.226,819,834,854,
234,879,819,750.5,819,797.477,664.566,819,834,854,
235,879,819,750.25,819,797.385,663.906,819,834,854,
236,879,819,750,819,797.293,663.246,819,834,854,
237,879,819,749.75,819,797.201,662.586,819,834,854,
238,879,819,749.5,819,797.109,661.926,819,834,854,
239,879,819,749.25,819,797.017,661.266,819,834,854,
240,879,819,749,819,796.925,660.606,819,834,854,
241,879,819,748.75,819,796.833,659.946,819,834,854,
242,879,819,748.5,819,796.741,659.286,819,834,854,
243,879,819,748.25,819,796.649,658.627,819,834,854,
244,879,819,748,819,796.557,657.967,819,834,854,
245,879,819,747.75,819,796.465,657.307,819,834,854,
246,879,819,747.5,819,796.373,656.647,819,834,854,
247,879,819,747.25,819,796.281,655.987,819,834,854,
248,879,819,747,819,796.189,655.327,819,834,854,
249,879,819,746.75,819,796.097,654.667,819,834,854,
250,879,819,746.5,819,796.005,654.007,819,834,854,
251,879,819,746.25,819,795.913,653.347,819,834,854,
252,879,819,746,819,795.821,652.687,819,834,854,
253,879,819,745.75,819,795.729,652.027,819,834,854,
254,879,819,745.5,819,795.637,651.367,819,834,854,
255,879,819,745.25,819,795.545,650.707,819,834,854,
256,879,819,745,819,795.453,650.047,819,834,854,
257,879,819,744.75,819,795.361,649.387,819,834,854,
258,879,819,744.5,819,795.269,648.727,819,834,854,
259,879,819,744.25,819,795.177,648.067,819,834,854,
260,879,819,744,819,795.085,647.407,819,834,854,
261,879,819,743.75,819,794.993,646.747,819,834,854,
262,879,819,743.5,819,794.901,646.087,819,834,854,
263,879,819,743.25,819,794.809,645.427,819,834,854,
264,879,819,743,819,794.717,644.767,819,834,854,
265,879,819,742.75,819,794.625,644.107,819,834,854,
266,879,819,742.5,819,794.533,643.447,819,834,854,
267,879,819,742.25,819,794.441,642.787,819,834,854,
268,879,819,742,819,794.349,642.127,819,834,854,
269,879,819,741.75,819,794.257,641.467,819,834,854,
270,879,819,741.5,819,794.165,640.807,819,834,854,
271,879,819,741.25,819,794.073,640.147,819,834,854,
272,879,819,741,819,793.981,639.487,819,834,854,
273,879,819,740.75,819,793.889,638.827,819,834,854,
274,879,819,740.5,819,793.797,638.167,819,834,854,
275,879,819,740.25,819,793.706,637.507,819,834,854,
276,879,819,740,819,793.614,636.847,819,834,854,
277,879,819,739.75,819,793.522,636.187,819,834,854,
278,879,819,739.5,819,793.43,635.527,819,834,854,
279,879,819,739.25,819,793.338,634.867,819,834,854,
280,879,819,739,819,793.246,634.208,819,834,854,
281,879,819,738.75,819,793.154,633.548,819,834,854,
282,879,819,738.5,819,793.062,632.888,819,834,854,
283,879,819,738.25,819,792.97,632.228,819,834,854,
284,879,819,738,819,792.878,631.568,819,834,854,
285,879,819,737.75,819,792.786,630.908,819,834,854,
286,879,819,737.5,819,792.694,630.248,819,834,854,
287,879,819,737.25,819,792.602,629.588,819,834,854,
288,879,819,737,819,792.51,628.928,819,834,854,
289,879,819,736.75,819,792.418,628.268,819,834,854,
290,879,819,736.5,819,792.326,627.608,819,834,854,
291,879,819,736.25,819,792.234,626.948,819,834,854,
292,879,819,736,819,792.142,626.288,819,834,854,
293,879,819,735.75,819,792.05,625.628,819,834,854,
294,879,819,735.5,819,791.958,624.968,819,834,854,
295,879,819,735.25,819,791.866,624.308,819,834,854,
296,879,819,735,819,791.774,623.648,819,834,854,
297,879,819,734.75,819,791.682,622.988,819,834,854,
298,879,819,734.5,819,791.59,622.328,819,834,854,
299,879,819,734.25,819,791.498,621.668,819,834,854,
300,879,819,734,819,791.406,621.008,819,834,854,
301,879,819,733.75,819,791.314,620.348,819,834,854,
302,879,819,733.5,819,791.222,619.688,819,834,854,
303,879,819,733.25,819,791.13,619.028,819,834,854,
304,879,819,733,819,791.038,618.368,819,834,854,
305,879,819,732.75,819,790.946,617.708,819,834,854,
306,879,819,732.5,819,790.854,617.048,819,834,854,
307,879,819,732.25,819,790.762,616.388,819,834,854,
308,879,819,732,819,790.67,615.728,819,834,854,
309,879,819,731.75,819,790.578,615.068,819,834,854,
310,879,819,731.5,819,790.486,614.408,819,834,854,
311,879,819,731.25,819,790.394,613.748,819,834,854,
312,879,819,731,819,790.302,613.088,819,834,854,
313,879,819,730.75,819,790.21,612.428,819,834,854,
314,879,819,730.5,819,790.118,611.768,819,834,854,
315,879,819,730.25,819,790.026,611.108,819,834,854,
316,879,819,730,819,789.934,610.448,819,834,854,
317,879,819,729.75,819,789.842,609.789,819,834,854,
318,879,819,729.5,819,789.75,609.129,819,834,854,
319,879,819,729.25,819,789.658,608.469,819,834,854,
320,879,819,729,819,789.566,607.809,819,834,854,
321,879,819,728.75,819,789.474,607.149,819,834,854,
322,879,819,728.5,819,789.382,606.489,819,834,854,
323,879,819,728.25,819,789.29,605.829,819,834,854,
324,879,819,728,819,789.198,605.169,819,834,854,
325,879,819,727.75,819,789.107,604.509,819,834,854,
326,879,819,727.5,819,789.015,603.849,819,834,854,
327,879,819,727.25,819,788.923,603.189,819,834,854,
328,879,819,727,819,788.831,602.529,819,834,854,
329,879,819,726.75,819,788.739,601.869,819,834,854,
330,879,819,726.5,819,788.647,601.209,819,834,854,
331,879,819,726.25,819,788.555,600.549,819,834,854,
332,879,819,726,819,788.463,599.889,819,834,854,
333,879,819,725.75,819,788.371,599.229,819,834,854,
334,879,819,725.5,819,788.279,598.569,819,834,854,
335,879,819,725.25,819,788.187,597.909,819,834,854,
336,879,819,725,819,788.095,597.249,819,834,854,
337,879,819,724.75,819,788.003,596.589,819,834,854,
338,879,819,724.5,819,787.911,595.929,819,834,854,
339,879,819,724.25,819,787.819,595.269,819,834,854,
340,879,819,724,819,787.727,594.609,819,834,854,
341,879,819,723.75,819,787.635,593.949,819,834,854,
342,879,819,723.5,819,787.543,593.289,819,834,854,
343,879,819,723.25,819,787.451,592.629,819,834,854,
344,879,819,723,819,787.359,591.969,819,834,854,
345,879,819,722.75,819,787.267,591.309,819,834,854,
346,879,819,722.5,819,787.175,590.649,819,834,854,
347,879,819,722.25,819,787.083,589.989,819,834,854,
348,879,819,722,819,786.991,589.329,819,834,854,
349,879,819,721.75,819,786.899,588.669,819,834,854,
350,879,819,721.5,819,786.807,588.009,819,834,854,
351,879,819,721.25,819,786.715,587.349,819,834,854,
352,879,819,721,819,786.623,586.689,819,834,854,
353,879,819,720.75,819,786.531,586.029,819,834,854,
354,879,819,720.5,819,786.439,585.37,819,834,854,
355,879,819,720.25,819,786.347,584.71,819,834,854,
356,879,819,720,819,786.255,584.05,819,834,854,
357,879,819,719.75,819,786.163,583.39,819,834,854,
358,879,819,719.5,819,786.071,582.73,819,834,854,
359,879,819,719.25,819,785.979,582.07,819,834,854,
360,879,819,719,819,785.887,581.41,819,834,854,
361,879,819,718.75,819,785.795,580.75,819,834,854,
362,879,819,718.5,819,785.703,580.09,819,834,854,
363,879,819,718.25,819,785.611,579.43,819,834,854,
364,879,819,718,819,785.519,578.77,819,834,854,
365,879,819,717.75,819,785.427,578.11,819,834,854,
366,879,819,717.5,819,785.335,577.45,819,834,854,
367,879,819,717.25,819,785.243,576.79,819,834,854,
368,879,819,717,819,785.151,576.13,819,834,854,
369,879,819,716.75,819,785.059,575.47,819,834,854,
370,879,819,716.5,819,784.967,574.81,819,834,854,
371,879,819,716.25,819,784.875,574.15,819,834,854,
372,879,819,716,819,784.783,573.49,819,834,854,
373,879,819,715.75,819,784.691,572.83,819,834,854,
374,879,819,715.5,819,784.599,572.17,819,834,854,
375,879,819,715.25,819,784.508,571.51,819,834,854,
376,879,819,715,819,784.416,570.85,819,834,854,
377,879,819,714.75,819,784.324,570.19,819,834,854,
378,879,819,714.5,819,784.232,569.53,819,834,854,
379,879,819,714.25,819,784.14,568.87,819,834,854,
380,879,819,714,819,784.048,568.21,819,834,854,
381,879,819,713.75,819,783.956,567.55,819,834,854,
382,879,819,713.5,819,783.864,566.89,819,834,854,
383,879,819,713.25,819,783.772,566.23,819,834,854,
384,879,819,713,819,783.68,565.57,819,834,854,
385,879,819,712.75,819,783.588,564.91,819,834,854,
386,879,819,712.5,819,783.496,564.25,819,834,854,
387,879,819,712.25,819,783.404,563.59,819,834,854,
388,879,819,712,819,783.312,562.93,819,834,854,
389,879,819,711.75,819,783.22,562.27,819,834,854,
390,879,819,711.5,819,783.128,561.61,819,834,854,
391,879,819,711.25,819,783.036,560.951,819,834,854,
392,879,819,711,819,782.944,560.291,819,834,854,
393,879,819,710.75,819,782.852,559.631,819,834,854,
394,879,819,710.5,819,782.76,558.971,819,834,854,
395,879,819,710.25,819,782.668,558.311,819,834,854,
396,879,819,710,819,782.576,557.651,819,834,854,
397,879,819,709.75,819,782.484,556.991,819,834,854,
398,879,819,709.5,819,782.392,556.331,819,834,854,
399,879,819,709.25,819,782.3,555.671,819,834,854,
400,879,819,709,819,782.208,555.011,819,834,854,
401,879,819,708.75,819,782.116,554.351,819,834,854,
402,879,819,708.5,819,782.024,553.691,819,834,854,
403,879,819,708.25,819,781.932,553.031,819,834,854,
404,879,819,708,819,781.84,552.371,819,834,854,
405,879,819,707.75,819,781.748,551.711,819,834,854,
406,879,819,707.5,819,781.656,551.051,819,834,854,
407,879,819,707.25,819,781.564,550.391,819,834,854,
408,879,819,707,819,781.472,549.731,819,834,854,
409,879,819,706.75,819,781.38,549.071,819,834,854,
410,879,819,706.5,819,781.288,548.411,819,834,854,
411,879,819,706.25,819,781.196,547.751,819,834,854,
412,879,819,706,819,781.104,547.091,819,834,854,
413,879,819,705.75,819,781.012,546.431,819,834,854,
414,879,819,705.5,819,780.92,545.771,819,834,854,
415,879,819,705.25,819,780.828,545.111,819,834,854,
416,879,819,705,819,780.736,544.451,819,834,854,
417,879,819,704.75,819,780.644,543.791,819,834,854,
418,879,819,704.5,819,780.552,543.131,819,834,854,
419,879,819,704.25,819,780.46,542.471,819,834,854,
420,879,819,704,819,780.368,541.811,819,834,854,
421,879,819,703.75,819,780.276,541.151,819,834,854,
422,879,819,703.5,819,780.184,540.491,819,834,854,
423,879,819,703.25,819,780.092,539.831,819,834,854,
424,879,819,703,819,780,539.171,819,834,854,
425,879,819,702.75,819,779.909,538.511,819,834,854,
426,879,819,702.5,819,779.817,537.851,819,834,854,
427,879,819,702.25,819,779.725,537.191,819,834,854,
428,879,819,702,819,779.633,536.531,819,834,854,
429,879,819,701.75,819,779.541,535.872,819,834,854,
430,879,819,701.5,819,779.449,535.212,819,834,854,
431,879,819,701.25,819,779.357,534.552,819,834,854,
432,879,819,701,819,779.265,533.892,819,834,854,
433,879,819,700.75,819,779.173,533.232,819,834,854,
434,879,819,700.5,819,779.081,532.572,819,834,854,
435,879,819,700.25,819,778.989,531.912,819,834,854,
436,879,819,700,819,778.897,531.252,819,834,854,
437,879,819,699.75,819,778.805,530.592,819,834,854,
438,879,819,699.5,819,778.713,529.932,819,834,854,
439,879,819,699.25,819,778.621,529.272,819,834,854,
440,879,819,699,819,778.529,528.612,819,834,854,
441,879,819,698.75,819,778.437,527.952,819,834,854,
442,879,819,698.501,819,778.345,527.292,819,834,854,
443,879,819,698.251,819,778.253,526.632,819,834,854,
444,879,819,698.002,819,778.161,525.972,819,834,854,
445,879,819,697.752,819,778.069,525.312,819,834,854,
446,879,819,697.503,819,777.977,524.652,819,834,854,
447,879,819,697.254,819,777.885,523.992,819,834,854,
448,879,819,697.005,819,777.793,523.332,819,834,854,
449,879,819,696.756,819,777.701,522.672,819,834,854,
450,879,819,696.508,819,777.609,522.012,819,834,854,
451,879,819,696.259,819,777.517,521.352,819,834,854,
452,879,819,696.011,819,777.425,520.692,819,834,854,
453,879,819,695.762,819,777.333,520.032,819,834,854,
454,879,819,695.514,819,777.241,519.372,819,834,854,
455,879,819,695.266,819,777.149,518.712,819,834,854,
456,879,819,695.018,819,777.057,518.052,819,834,854,
457,879,819,694.771,819,776.965,517.392,819,834,854,
458,879,819,694.523,819,776.873,516.732,819,834,854,
459,879,819,694.276,819,776.781,516.072,819,834,854,
460,879,819,694.028,819,776.689,515.412,819,834,854,
461,879,819,693.781,819,776.597,514.752,819,834,854,
462,879,819,693.534,819,776.505,514.092,819,834,854,
463,879,819,693.286,819,776.413,513.432,819,834,854,
464,879,819,693.039,819,776.321,512.772,819,834,854,
465,879,819,692.792,819,776.229,512.112,819,834,854,
466,879,819,692.546,819,776.137,511.452,819,834,854,
467,879,819,692.299,819,776.045,510.792,819,834,854,
468,879,819,692.053,819,775.953,510.132,819,834,854,
469,879,819,691.806,819,775.861,509.472,819,834,854,
470,879,819,691.56,819,775.769,508.812,819,834,854,
471,879,819,691.314,819,775.677,508.152,819,834,854,
472,879,819,691.068,819,775.585,507.492,819,834,854,
473,879,819,690.823,819,775.493,506.832,819,834,854,
474,879,819,690.577,819,775.401,506.172,819,834,854,
475,879,819,690.332,819,775.31,505.512,819,834,854,
476,879,819,690.086,819,775.218,504.852,819,834,854,
477,879,819,689.841,819,775.126,504.192,819,834,854,
478,879,819,689.596,819,775.034,503.532,819,834,854,
479,879,819,689.351,819,774.942,502.872,819,834,854,
480,879,819,689.106,819,774.85,502.212,819,834,854,
481,879,819,688.861,819,774.758,501.552,819,834,854,
482,879,819,688.616,819,774.666,500.892,819,834,854,
483,879,819,688.372,819,774.574,500.232,819,834,854,
484,879,819,688.127,819,774.482,499.572,819,834,854,
485,879,819,687.883,819,774.39,498.912,819,834,854,
486,879,819,687.639,819,774.298,498.252,819,834,854,
487,879,819,687.395,819,774.206,497.592,819,834,854,
488,879,819,687.151,819,774.114,496.932,819,834,854,
489,879,819,686.906,819,774.022,496.272,819,834,854,
490,879,819,686.663,819,773.93,495.612,819,834,854,
491,879,819,686.419,819,773.838,494.952,819,834,854,
492,879,819,686.176,819,773.746,494.292,819,833.908,854,
493,879,819,685.932,819,773.654,493.632,819,833.816,854,
494,879,819,685.689,819,773.562,492.972,819,833.724,854,
495,879,819,685.446,819,773.47,492.312,819,833.632,854,
496,879,819,685.203,819,773.378,491.652,819,833.54,854,
497,879,819,684.96,819,773.286,490.992,819,833.448,854,
498,879,819,684.718,819,773.194,490.332,819,833.356,854,
499,879,819,684.475,819,773.102,489.672,819,833.264,854,
500,879,819,684.233,819,773.01,489.012,819,833.172,854,
501,879,819,683.99,819,772.918,488.352,819,833.08,854,
502,879,819,683.748,819,772.826,487.692,819,832.988,854,
503,879,819,683.506,819,772.734,487.032,819,832.896,854,
504,879,819,683.264,819,772.642,486.372,819,832.804,854,
505,879,819,683.022,819,772.55,485.712,819,832.712,854,
506,879,819,682.78,819,772.458,485.052,819,832.62,854,
507,879,819,682.539,819,772.366,484.392,819,832.528,854,
508,879,819,682.297,819,772.274,483.732,819,832.436,854,
509,879,819,682.056,819,772.182,483.072,819,832.344,854,
510,879,819,681.814,819,772.09,482.412,819,832.252,854,
511,879,819,681.573,819,771.998,481.752,819,832.16,854,
512,879,819,681.332,819,771.906,481.092,819,832.068,854,
513,879,819,681.091,819,771.814,480.432,819,831.976,854,
514,879,819,680.85,819,771.722,479.772,819,831.884,854,
515,879,819,680.61,819,771.63,479.112,819,831.792,854,
516,879,819,680.369,819,771.538,478.452,819,831.701,854,
517,879,819,680.129,819,771.446,477.792,819,831.609,854,
518,879,819,679.888,819,771.354,477.132,819,831.517,854,
519,879,819,679.648,819,771.262,476.472,819,831.425,854,
520,879,819,679.408,819,771.17,475.812,819,831.333,854,
