time,POLE_VAULTING,FOOTBALL,ZOMBONI,JACK_IN_THE_BOX,BALLON,DIGGER,LADDER,CATAPULT,GARGANTUAAR,
0,870,780,800,780,780,780,780,825,845,
1,870,780,799.75,780,779.63,779.32,780,825,845,
2,870,780,799.5,780,779.26,778.64,780,825,845,
3,870,780,799.25,780,778.89,777.96,780,825,845,
4,870,780,799,780,778.52,777.28,780,825,845,
5,870,780,798.75,780,778.15,776.6,780,825,845,
6,870,780,798.5,780,777.78,775.92,780,825,845,
7,870,780,798.25,780,777.41,775.24,780,825,845,
8,870,780,798,780,777.04,774.56,780,825,845,
9,870,780,797.75,780,776.67,773.88,780,825,845,
10,870,780,797.5,780,776.3,773.2,780,825,845,
11,870,780,797.25,780,775.93,772.52,780,825,845,
12,870,780,797,780,775.56,771.84,780,825,845,
13,870,780,796.75,780,775.19,771.16,780,825,845,
14,870,780,796.5,780,774.82,770.48,780,825,845,
15,870,780,796.25,780,774.45,769.8,780,825,845,
16,870,780,796,780,774.08,769.12,780,825,845,
17,870,780,795.75,780,773.71,768.44,780,825,845,
18,870,780,795.5,780,773.34,767.76,780,825,845,
19,870,780,795.25,780,772.97,767.08,780,825,845,
20,870,780,795,780,772.6,766.4,780,825,845,
21,870,780,794.75,780,772.23,765.72,780,825,845,
22,870,780,794.5,780,771.86,765.04,780,825,845,
23,870,780,794.25,780,771.49,764.36,780,825,845,
24,870,780,794,780,771.12,763.68,780,825,845,
25,870,780,793.75,780,770.75,763,780,825,845,
26,870,780,793.5,780,770.38,762.32,780,825,845,
27,870,780,793.25,780,770.01,761.64,780,825,845,
28,870,780,793,780,769.64,760.96,780,825,845,
29,870,780,792.75,780,769.27,760.28,780,825,845,
30,870,780,792.5,780,768.9,759.6,780,825,845,
31,870,780,792.25,780,768.53,758.92,780,825,845,
32,870,780,792,780,768.16,758.24,780,825,845,
33,870,780,791.75,780,767.79,757.56,780,825,845,
34,870,780,791.5,780,767.42,756.88,780,825,845,
35,870,780,791.25,780,767.05,756.2,780,825,845,
36,870,780,791,780,766.68,755.52,780,825,845,
37,870,780,790.75,780,766.31,754.84,780,825,845,
38,870,780,790.5,780,765.94,754.16,780,825,845,
39,870,780,790.25,780,765.57,753.48,780,825,845,
40,870,780,790,780,765.2,752.8,780,825,845,
41,870,780,789.75,780,764.83,752.12,780,825,845,
42,870,780,789.5,780,764.46,751.44,780,825,845,
43,870,780,789.25,780,764.09,750.76,780,825,845,
44,870,780,789,780,763.72,750.08,780,825,845,
45,870,780,788.75,780,763.35,749.4,780,825,845,
46,870,780,788.5,780,762.98,748.72,780,825,845,
47,870,780,788.25,780,762.61,748.04,780,825,845,
48,870,780,788,780,762.24,747.36,780,825,845,
49,870,780,787.75,780,761.87,746.68,780,825,845,
50,870,780,787.5,780,761.5,746,780,825,845,
51,870,780,787.25,780,761.13,745.32,780,825,845,
52,870,780,787,780,760.76,744.64,780,825,845,
53,870,780,786.75,780,760.39,743.96,780,825,845,
54,870,780,786.5,780,760.02,743.28,780,825,845,
55,870,780,786.25,780,759.65,742.6,780,825,845,
56,870,780,786,780,759.28,741.92,780,825,845,
57,870,780,785.75,780,758.91,741.24,780,825,845,
58,870,780,785.5,780,758.54,740.56,780,825,845,
59,870,780,785.25,780,758.17,739.88,780,825,845,
60,870,780,785,780,757.8,739.2,780,825,845,
61,870,780,784.75,780,757.43,738.52,780,825,845,
62,870,780,784.5,780,757.06,737.84,780,825,845,
63,870,780,784.25,780,756.69,737.16,780,825,845,
64,870,780,784,780,756.32,736.48,780,825,845,
65,870,780,783.75,780,755.95,735.8,780,825,845,
66,870,780,783.5,780,755.58,735.12,780,825,845,
67,870,780,783.25,780,755.21,734.44,780,825,845,
68,870,780,783,780,754.84,733.76,780,825,845,
69,870,780,782.75,780,754.47,733.081,780,825,845,
70,870,780,782.5,780,754.1,732.401,780,825,845,
71,870,780,782.25,780,753.73,731.721,780,825,845,
72,870,780,782,780,753.36,731.041,780,825,845,
73,870,780,781.75,780,752.99,730.361,780,825,845,
74,870,780,781.5,780,752.62,729.681,780,825,845,
75,870,780,781.25,780,752.25,729.001,780,825,845,
76,870,780,781,780,751.88,728.321,780,825,845,
77,870,780,780.75,780,751.51,727.641,780,825,845,
78,870,780,780.5,780,751.14,726.961,780,825,845,
79,870,780,780.25,780,750.77,726.281,780,825,845,
80,870,780,780,780,750.4,725.601,780,825,845,
81,870,780,779.75,780,750.03,724.921,780,825,845,
82,870,780,779.5,780,749.66,724.241,780,825,845,
83,870,780,779.25,780,749.29,723.561,780,825,845,
84,870,780,779,780,748.92,722.881,780,825,845,
85,870,780,778.75,780,748.55,722.201,780,825,845,
86,870,780,778.5,780,748.18,721.521,780,825,845,
87,870,780,778.25,780,747.81,720.841,780,825,845,
88,870,780,778,780,747.44,720.161,780,825,845,
89,870,780,777.75,780,747.07,719.481,780,825,845,
90,870,780,777.5,780,746.7,718.801,780,825,845,
91,870,780,777.25,780,746.33,718.121,780,825,845,
92,870,780,777,780,745.96,717.441,780,825,845,
93,870,780,776.75,780,745.59,716.761,780,825,845,
94,870,780,776.5,780,745.22,716.081,780,825,845,
95,870,780,776.25,780,744.85,715.401,780,825,845,
96,870,780,776,780,744.48,714.721,780,825,845,
97,870,780,775.75,780,744.11,714.041,780,825,845,
98,870,780,775.5,780,743.74,713.361,780,825,845,
99,870,780,775.25,780,743.37,712.681,780,825,845,
100,870,780,775,780,743,712.001,780,825,845,
101,870,780,774.75,780,742.63,711.321,780,825,845,
102,870,780,774.5,780,742.26,710.641,780,825,845,
103,870,780,774.25,780,741.891,709.961,780,825,845,
104,870,780,774,780,741.521,709.281,780,825,845,
105,870,780,773.75,780,741.151,708.601,780,825,845,
106,870,780,773.5,780,740.781,707.921,780,825,845,
107,870,780,773.25,780,740.411,707.241,780,825,845,
108,870,780,773,780,740.041,706.561,780,825,845,
109,870,780,772.75,780,739.671,705.881,780,825,845,
110,870,780,772.5,780,739.301,705.201,780,825,845,
111,870,780,772.25,780,738.931,704.521,780,825,845,
112,870,780,772,780,738.561,703.841,780,825,845,
113,870,780,771.75,780,738.191,703.161,780,825,845,
114,870,780,771.5,780,737.821,702.481,780,825,845,
115,870,780,771.25,780,737.451,701.801,780,825,845,
116,870,780,771,780,737.081,701.121,780,825,845,
117,870,780,770.75,780,736.711,700.441,780,825,845,
118,870,780,770.5,780,736.341,699.761,780,825,845,
119,870,780,770.25,780,735.971,699.081,780,825,845,
120,870,780,770,780,735.601,698.401,780,825,845,
121,870,780,769.75,780,735.231,697.721,780,825,845,
122,870,780,769.5,780,734.861,697.041,780,825,845,
123,870,780,769.25,780,734.491,696.361,780,825,845,
124,870,780,769,780,734.121,695.681,780,825,845,
125,870,780,768.75,780,733.751,695.001,780,825,845,
126,870,780,768.5,780,733.381,694.321,780,825,845,
127,870,780,768.25,780,733.011,693.641,780,825,845,
128,870,780,768,780,732.641,692.961,780,825,845,
129,870,780,767.75,780,732.271,692.281,780,825,845,
130,870,780,767.5,780,731.901,691.601,780,825,845,
131,870,780,767.25,780,731.531,690.921,780,825,845,
132,870,780,767,780,731.161,690.241,780,825,845,
133,870,780,766.75,780,730.791,689.561,780,825,845,
134,870,780,766.5,780,730.421,688.881,780,825,845,
135,870,780,766.25,780,730.051,688.201,780,825,845,
136,870,780,766,780,729.681,687.521,780,825,845,
137,870,780,765.75,780,729.311,686.841,780,825,845,
138,870,780,765.5,780,728.941,686.161,780,825,845,
139,870,780,765.25,780,728.571,685.481,780,825,845,
140,870,780,765,780,728.201,684.801,780,825,845,
141,870,780,764.75,780,727.831,684.121,780,825,845,
142,870,780,764.5,780,727.461,683.441,780,825,845,
143,870,780,764.25,780,727.091,682.761,780,825,845,
144,870,780,764,780,726.721,682.081,780,825,845,
145,870,780,763.75,780,726.351,681.401,780,825,845,
146,870,780,763.5,780,725.981,680.721,780,825,845,
147,870,780,763.25,780,725.611,680.041,780,825,845,
148,870,780,763,780,725.241,679.361,780,825,845,
149,870,780,762.75,780,724.871,678.681,780,825,845,
150,870,780,762.5,780,724.501,678.001,780,825,845,
151,870,780,762.25,780,724.131,677.321,780,825,845,
152,870,780,762,780,723.761,676.641,780,825,845,
153,870,780,761.75,780,723.391,675.961,780,825,845,
154,870,780,761.5,780,723.021,675.281,780,825,845,
155,870,780,761.25,780,722.651,674.601,780,825,845,
156,870,780,761,780,722.281,673.921,780,825,845,
157,870,780,760.75,780,721.911,673.241,780,825,845,
158,870,780,760.5,780,721.541,672.561,780,825,845,
159,870,780,760.25,780,721.171,671.881,780,825,845,
160,870,780,760,780,720.801,671.201,780,825,845,
161,870,780,759.75,780,720.431,670.521,780,825,845,
162,870,780,759.5,780,720.061,669.841,780,825,845,
163,870,780,759.25,780,719.691,669.161,780,825,845,
164,870,780,759,780,719.321,668.481,780,825,845,
165,870,780,758.75,780,718.951,667.801,780,825,845,
166,870,780,758.5,780,718.581,667.121,780,825,845,
167,870,780,758.25,780,718.211,666.441,780,825,845,
168,870,780,758,780,717.841,665.761,780,825,845,
169,870,780,757.75,780,717.471,665.081,780,825,845,
170,870,780,757.5,780,717.101,664.401,780,825,845,
171,870,780,757.25,780,716.731,663.721,780,825,845,
172,870,780,757,780,716.361,663.041,780,825,845,
173,870,780,756.75,780,715.991,662.361,780,825,845,
174,870,780,756.5,780,715.621,661.681,780,825,845,
175,870,780,756.25,780,715.251,661.001,780,825,845,
176,870,780,756,780,714.881,660.321,780,825,845,
177,870,780,755.75,780,714.511,659.641,780,825,845,
178,870,780,755.5,780,714.141,658.961,780,825,845,
179,870,780,755.25,780,713.771,658.281,780,825,845,
180,870,780,755,780,713.401,657.601,780,825,845,
181,870,780,754.75,780,713.031,656.921,780,825,845,
182,870,780,754.5,780,712.661,656.241,780,825,845,
183,870,780,754.25,780,712.291,655.561,780,825,845,
184,870,780,754,780,711.921,654.881,780,825,845,
185,870,780,753.75,780,711.551,654.201,780,825,845,
186,870,780,753.5,780,711.181,653.521,780,825,845,
187,870,780,753.25,780,710.811,652.841,780,825,845,
188,870,780,753,780,710.441,652.161,780,825,845,
189,870,780,752.75,780,710.071,651.481,780,825,845,
190,870,780,752.5,780,709.701,650.801,780,825,845,
191,870,780,752.25,780,709.331,650.121,780,825,845,
192,870,780,752,780,708.961,649.441,780,825,845,
193,870,780,751.75,780,708.591,648.761,780,825,845,
194,870,780,751.5,780,708.221,648.081,780,825,845,
195,870,780,751.25,780,707.851,647.401,780,825,845,
196,870,780,751,780,707.481,646.721,780,825,845,
197,870,780,750.75,780,707.111,646.041,780,825,845,
198,870,780,750.5,780,706.741,645.361,780,825,845,
199,870,780,750.25,780,706.371,644.681,780,825,845,
200,870,780,750,780,706.001,644.001,780,825,845,
201,870,780,749.75,780,705.631,643.321,780,825,845,
202,870,780,749.5,780,705.261,642.641,780,825,845,
203,870,780,749.25,780,704.891,641.961,780,825,845,
204,870,780,749,780,704.521,641.281,780,825,845,
205,870,780,748.75,780,704.151,640.602,780,825,845,
206,870,780,748.5,780,703.781,639.922,780,825,845,
207,870,780,748.25,780,703.411,639.242,780,825,845,
208,870,780,748,780,703.041,638.562,780,825,845,
209,870,780,747.75,780,702.671,637.882,780,825,845,
210,870,780,747.5,780,702.301,637.202,780,825,845,
211,870,780,747.25,780,701.931,636.522,780,825,845,
212,870,780,747,780,701.561,635.842,780,825,845,
213,870,780,746.75,780,701.191,635.162,780,825,845,
214,870,780,746.5,780,700.821,634.482,780,825,845,
215,870,780,746.25,780,700.451,633.802,780,825,845,
216,870,780,746,780,700.081,633.122,780,825,845,
217,870,780,745.75,780,699.711,632.442,780,825,845,
218,870,780,745.5,780,699.341,631.762,780,825,845,
219,870,780,745.25,780,698.971,631.082,780,825,845,
220,870,780,745,780,698.601,630.402,780,825,845,
221,870,780,744.75,780,698.231,629.722,780,825,845,
222,870,780,744.5,780,697.861,629.042,780,825,845,
223,870,780,744.25,780,697.491,628.362,780,825,845,
224,870,780,744,780,697.121,627.682,780,825,845,
225,870,780,743.75,780,696.751,627.002,780,825,845,
226,870,780,743.5,780,696.381,626.322,780,825,845,
227,870,780,743.25,780,696.011,625.642,780,825,845,
228,870,780,743,780,695.641,624.962,780,825,845,
229,870,780,742.75,780,695.271,624.282,780,825,845,
230,870,780,742.5,780,694.901,623.602,780,825,845,
231,870,780,742.25,780,694.531,622.922,780,825,845,
232,870,780,742,780,694.161,622.242,780,825,845,
233,870,780,741.75,780,693.791,621.562,780,825,845,
234,870,780,741.5,780,693.421,620.882,780,825,845,
235,870,780,741.25,780,693.051,620.202,780,825,845,
236,870,780,741,780,692.681,619.522,780,825,845,
237,870,780,740.75,780,692.311,618.842,780,825,845,
238,870,780,740.5,780,691.941,618.162,780,825,845,
239,870,780,740.25,780,691.571,617.482,780,825,845,
240,870,780,740,780,691.201,616.802,780,825,845,
241,870,780,739.75,780,690.831,616.122,780,825,845,
242,870,780,739.5,780,690.461,615.442,780,825,845,
243,870,780,739.25,780,690.091,614.762,780,825,845,
244,870,780,739,780,689.721,614.082,780,825,845,
245,870,780,738.75,780,689.351,613.402,780,825,845,
246,870,780,738.5,780,688.981,612.722,780,825,845,
247,870,780,738.25,780,688.611,612.042,780,825,845,
248,870,780,738,780,688.241,611.362,780,825,845,
249,870,780,737.75,780,687.871,610.682,780,825,845,
250,870,780,737.5,780,687.501,610.002,780,825,845,
251,870,780,737.25,780,687.131,609.322,780,825,845,
252,870,780,737,780,686.761,608.642,780,825,845,
253,870,780,736.75,780,686.391,607.962,780,825,845,
254,870,780,736.5,780,686.021,607.282,780,825,845,
255,870,780,736.25,780,685.651,606.602,780,825,845,
256,870,780,736,780,685.281,605.922,780,825,845,
257,870,780,735.75,780,684.911,605.242,780,825,845,
258,870,780,735.5,780,684.541,604.562,780,825,845,
259,870,780,735.25,780,684.171,603.882,780,825,845,
260,870,780,735,780,683.801,603.202,780,825,845,
261,870,780,734.75,780,683.431,602.522,780,825,845,
262,870,780,734.5,780,683.061,601.842,780,825,845,
263,870,780,734.25,780,682.691,601.162,780,825,845,
264,870,780,734,780,682.321,600.482,780,825,845,
265,870,780,733.75,780,681.951,599.802,780,825,845,
266,870,780,733.5,780,681.581,599.122,780,825,845,
267,870,780,733.25,780,681.211,598.442,780,825,845,
268,870,780,733,780,680.841,597.762,780,825,845,
269,870,780,732.75,780,680.471,597.082,780,825,845,
270,870,780,732.5,780,680.101,596.402,780,825,845,
271,870,780,732.25,780,679.731,595.722,780,825,845,
272,870,780,732,780,679.361,595.042,780,825,845,
273,870,780,731.75,780,678.991,594.362,780,825,845,
274,870,780,731.5,780,678.621,593.682,780,825,845,
275,870,780,731.25,780,678.251,593.002,780,825,845,
276,870,780,731,780,677.881,592.322,780,825,845,
277,870,780,730.75,780,677.511,591.642,780,825,845,
278,870,780,730.5,780,677.141,590.962,780,825,845,
279,870,780,730.25,780,676.771,590.282,780,825,845,
280,870,780,730,780,676.401,589.602,780,825,845,
281,870,780,729.75,780,676.031,588.922,780,825,845,
282,870,780,729.5,780,675.661,588.242,780,825,845,
283,870,780,729.25,780,675.291,587.562,780,825,845,
284,870,780,729,780,674.921,586.882,780,825,845,
285,870,780,728.75,780,674.551,586.202,780,825,845,
286,870,780,728.5,780,674.181,585.522,780,825,845,
287,870,780,728.25,780,673.811,584.842,780,825,845,
288,870,780,728,780,673.441,584.162,780,825,845,
289,870,780,727.75,780,673.071,583.482,780,825,845,
290,870,780,727.5,780,672.701,582.802,780,825,845,
291,870,780,727.25,780,672.331,582.122,780,825,845,
292,870,780,727,780,671.961,581.442,780,825,845,
293,870,780,726.75,780,671.591,580.762,780,825,845,
294,870,780,726.5,780,671.221,580.082,780,825,845,
295,870,780,726.25,780,670.851,579.402,780,825,845,
296,870,780,726,780,670.481,578.722,780,825,845,
297,870,780,725.75,780,670.111,578.042,780,825,845,
298,870,780,725.5,780,669.741,577.362,780,825,845,
299,870,780,725.25,780,669.371,576.682,780,825,845,
300,870,780,725,780,669.001,576.002,780,825,845,
301,870,780,724.75,780,668.631,575.322,780,825,845,
302,870,780,724.5,780,668.261,574.642,780,825,845,
303,870,780,724.25,780,667.891,573.962,780,825,845,
304,870,780,724,780,667.521,573.282,780,825,845,
305,870,780,723.75,780,667.151,572.602,780,825,845,
306,870,780,723.5,780,666.781,571.922,780,825,845,
307,870,780,723.25,780,666.411,571.242,780,825,845,
308,870,780,723,780,666.042,570.562,780,825,845,
309,870,780,722.75,780,665.672,569.882,780,825,845,
310,870,780,722.5,780,665.302,569.202,780,825,845,
311,870,780,722.25,780,664.932,568.522,780,825,845,
312,870,780,722,780,664.562,567.842,780,825,845,
313,870,780,721.75,780,664.192,567.162,780,825,845,
314,870,780,721.5,780,663.822,566.482,780,825,845,
315,870,780,721.25,780,663.452,565.802,780,825,845,
316,870,780,721,780,663.082,565.122,780,825,845,
317,870,780,720.75,780,662.712,564.442,780,825,845,
318,870,780,720.5,780,662.342,563.762,780,825,845,
319,870,780,720.25,780,661.972,563.082,780,825,845,
320,870,780,720,780,661.602,562.402,780,825,845,
321,870,780,719.75,780,661.232,561.722,780,825,845,
322,870,780,719.5,780,660.862,561.042,780,825,845,
323,870,780,719.25,780,660.492,560.362,780,825,845,
324,870,780,719,780,660.122,559.682,780,825,845,
325,870,780,718.75,780,659.752,559.002,780,825,845,
326,870,780,718.5,780,659.382,558.322,780,825,845,
327,870,780,718.25,780,659.012,557.642,780,825,845,
328,870,780,718,780,658.642,556.962,780,825,845,
329,870,780,717.75,780,658.272,556.282,780,825,845,
330,870,780,717.5,780,657.902,555.602,780,825,845,
331,870,780,717.25,780,657.532,554.922,780,825,845,
332,870,780,717,780,657.162,554.242,780,825,845,
333,870,780,716.75,780,656.792,553.562,780,825,845,
334,870,780,716.5,780,656.422,552.882,780,825,845,
335,870,780,716.25,780,656.052,552.202,780,825,845,
336,870,780,716,780,655.682,551.522,780,825,845,
337,870,780,715.75,780,655.312,550.842,780,825,845,
338,870,780,715.5,780,654.942,550.162,780,825,845,
339,870,780,715.25,780,654.572,549.482,780,825,845,
340,870,780,715,780,654.202,548.802,780,825,845,
341,870,780,714.75,780,653.832,548.122,780,825,845,
342,870,780,714.5,780,653.462,547.443,780,825,845,
343,870,780,714.25,780,653.092,546.763,780,825,845,
344,870,780,714,780,652.722,546.083,780,825,845,
345,870,780,713.75,780,652.352,545.403,780,825,845,
346,870,780,713.5,780,651.982,544.723,780,825,845,
347,870,780,713.25,780,651.612,544.043,780,825,845,
348,870,780,713,780,651.242,543.363,780,825,845,
349,870,780,712.75,780,650.872,542.683,780,825,845,
350,870,780,712.5,780,650.502,542.003,780,825,845,
351,870,780,712.25,780,650.132,541.323,780,825,845,
352,870,780,712,780,649.762,540.643,780,825,845,
353,870,780,711.75,780,649.392,539.963,780,825,845,
354,870,780,711.5,780,649.022,539.283,780,825,845,
355,870,780,711.25,780,648.652,538.603,780,825,845,
356,870,780,711,780,648.282,537.923,780,825,845,
357,870,780,710.75,780,647.912,537.243,780,825,845,
358,870,780,710.5,780,647.542,536.563,780,825,845,
359,870,780,710.25,780,647.172,535.883,780,825,845,
360,870,780,710,780,646.802,535.203,780,825,845,
361,870,780,709.75,780,646.432,534.523,780,825,845,
362,870,780,709.5,780,646.062,533.843,780,825,845,
363,870,780,709.25,780,645.692,533.163,780,825,845,
364,870,780,709,780,645.322,532.483,780,825,845,
365,870,780,708.75,780,644.952,531.803,780,825,845,
366,870,780,708.5,780,644.582,531.123,780,825,845,
367,870,780,708.25,780,644.212,530.443,780,825,845,
368,870,780,708,780,643.842,529.763,780,825,845,
369,870,780,707.75,780,643.472,529.083,780,825,845,
370,870,780,707.5,780,643.102,528.403,780,825,845,
371,870,780,707.25,780,642.732,527.723,780,825,845,
372,870,780,707,780,642.362,527.043,780,825,845,
373,870,780,706.75,780,641.992,526.363,780,825,845,
374,870,780,706.5,780,641.622,525.683,780,825,845,
375,870,780,706.25,780,641.252,525.003,780,825,845,
376,870,780,706,780,640.882,524.323,780,825,845,
377,870,780,705.75,780,640.512,523.643,780,825,845,
378,870,780,705.5,780,640.142,522.963,780,825,845,
379,870,780,705.25,780,639.772,522.283,780,825,845,
380,870,780,705,780,639.402,521.603,780,825,845,
381,870,780,704.75,780,639.032,520.923,780,825,845,
382,870,780,704.5,780,638.662,520.243,780,825,845,
383,870,780,704.25,780,638.292,519.563,780,825,845,
384,870,780,704,780,637.922,518.883,780,825,845,
385,870,780,703.75,780,637.552,518.203,780,825,845,
386,870,780,703.5,780,637.182,517.523,780,825,845,
387,870,780,703.25,780,636.812,516.843,780,825,845,
388,870,780,703,780,636.442,516.163,780,825,845,
389,870,780,702.75,780,636.072,515.483,780,825,845,
390,870,780,702.5,780,635.702,514.803,780,825,845,
391,870,780,702.25,780,635.332,514.123,780,825,845,
392,870,780,702,780,634.962,513.443,780,825,845,
393,870,780,701.75,780,634.592,512.763,780,825,845,
394,870,780,701.5,780,634.222,512.083,780,825,845,
395,870,780,701.25,780,633.852,511.403,780,825,845,
396,870,780,701,780,633.482,510.723,780,825,845,
397,870,780,700.75,780,633.112,510.043,780,825,845,
398,870,780,700.5,780,632.742,509.363,780,825,845,
399,870,780,700.25,780,632.372,508.683,780,825,845,
400,870,780,700,780,632.002,508.003,780,825,845,
401,869.842,779.617,699.75,780,631.632,507.323,779.891,824.852,844.846,
402,869.685,779.233,699.5,780,631.262,506.643,779.783,824.704,844.691,
403,869.527,778.85,699.25,780,630.892,505.963,779.674,824.556,844.537,
404,869.369,778.466,699,780,630.522,505.283,779.566,824.408,844.382,
405,869.212,778.083,698.75,780,630.152,504.603,779.457,824.26,844.228,
406,869.054,777.699,698.501,780,629.782,503.923,779.349,824.112,844.073,
407,868.896,777.316,698.251,779.913,629.412,503.243,779.226,823.964,843.919,
408,868.739,776.932,698.002,779.826,629.042,502.563,779.104,823.816,843.764,
409,868.581,776.549,697.752,779.739,628.672,501.883,778.982,823.668,843.61,
410,868.404,776.165,697.503,779.651,628.302,501.203,778.86,823.52,843.455,
411,868.226,775.782,697.254,779.564,627.932,500.523,778.738,823.372,843.301,
412,868.049,775.398,697.005,779.477,627.562,499.843,778.615,823.224,843.146,
413,867.872,775.015,696.756,779.39,627.192,499.163,778.493,823.076,842.992,
414,867.694,774.631,696.508,779.303,626.822,498.483,778.371,822.928,842.837,
415,867.537,774.248,696.259,779.216,626.452,497.803,778.262,822.78,842.683,
416,867.379,773.864,696.011,779.128,626.082,497.123,778.154,822.632,842.528,
417,867.221,773.481,695.762,779.041,625.712,496.443,778.045,822.484,842.374,
418,867.064,773.097,695.514,778.954,625.342,495.763,777.937,822.336,842.219,
419,866.906,772.714,695.266,778.867,624.972,495.083,777.828,822.188,842.065,
420,866.748,772.33,695.018,778.78,624.602,494.403,777.719,822.04,841.91,
421,866.591,771.947,694.771,778.678,624.232,493.723,777.611,821.892,841.756,
422,866.433,771.563,694.523,778.576,623.862,493.043,777.502,821.744,841.601,
423,866.275,771.18,694.276,778.475,623.492,492.363,777.394,821.596,841.447,
424,866.118,770.796,694.028,778.373,623.122,491.683,777.285,821.448,841.292,
425,865.96,770.413,693.781,778.271,622.752,491.003,777.177,821.3,841.138,
426,865.783,770.029,693.534,778.17,622.382,490.323,777.068,821.152,840.984,
427,865.605,769.646,693.286,778.068,622.012,489.643,776.959,821.004,840.829,
428,865.428,769.262,693.039,777.966,621.642,488.963,776.851,820.856,840.675,
429,865.251,768.879,692.792,777.443,621.272,488.283,776.742,820.708,840.52,
430,865.073,768.495,692.546,776.921,620.902,487.603,776.349,820.56,840.366,
431,864.916,768.112,692.299,776.398,620.532,486.923,775.955,820.412,840.211,
432,864.758,767.963,692.053,775.875,620.162,486.243,775.561,820.264,840.057,
433,864.6,767.916,691.806,775.352,619.792,485.563,775.168,820.116,839.902,
434,864.443,767.869,691.56,774.829,619.422,484.883,774.774,819.968,839.748,
435,864.285,767.822,691.314,774.306,619.052,484.203,774.38,819.82,839.593,
436,864.127,767.775,691.068,773.783,618.682,483.523,773.987,819.672,839.439,
437,863.97,767.728,690.823,773.26,618.312,482.843,773.593,819.524,839.284,
438,863.812,767.681,690.577,772.737,617.942,482.163,773.199,819.376,839.13,
439,863.654,767.65,690.332,772.215,617.572,481.483,772.805,819.228,838.975,
440,863.497,767.618,690.086,771.692,617.202,480.803,772.412,819.08,838.821,
441,863.319,767.587,689.841,771.169,616.832,480.123,772.018,818.932,838.666,
442,863.142,767.555,689.596,770.646,616.462,479.443,771.624,818.784,838.512,
443,862.965,767.524,689.351,770.227,616.092,478.763,771.231,818.636,838.357,
444,862.787,767.493,689.106,770.083,615.722,478.083,770.837,818.488,838.203,
445,862.61,767.461,688.861,769.939,615.352,477.403,770.457,818.34,838.048,
446,862.444,767.414,688.616,769.795,614.982,476.723,770.077,818.192,837.894,
447,862.286,767.367,688.372,769.652,614.612,476.043,769.697,818.044,837.739,
448,862.129,767.32,688.127,769.508,614.242,475.363,769.317,817.896,837.585,
449,861.971,767.273,687.883,769.364,613.872,474.683,768.937,817.747,837.43,
450,861.814,767.226,687.639,769.22,613.502,474.003,768.557,817.599,837.276,
451,861.657,767.179,687.395,769.076,613.132,473.323,768.177,817.451,837.122,
452,861.499,767.132,687.151,768.932,612.762,472.643,767.783,817.303,836.967,
453,861.342,767.085,686.906,768.788,612.392,471.963,767.389,817.155,836.813,
454,861.184,767.038,686.663,768.644,612.022,471.283,766.996,817.007,836.658,
455,861.027,766.991,686.419,768.5,611.652,470.603,766.602,816.859,836.504,
456,860.87,766.944,686.176,768.356,611.282,469.923,766.208,816.711,836.349,
457,860.693,766.897,685.932,768.212,610.912,469.243,765.815,816.563,836.195,
458,860.515,766.85,685.689,768.136,610.542,468.563,765.421,816.415,836.04,
459,860.338,766.803,685.446,768.136,610.172,467.883,765.027,816.267,835.886,
460,860.161,766.756,685.203,768.136,609.802,467.203,764.498,816.119,835.731,
461,859.984,766.709,684.96,768.136,609.432,466.523,763.968,815.971,835.577,
462,859.827,766.662,684.718,768.136,609.062,465.843,763.439,815.823,835.422,
463,859.669,766.615,684.475,768.136,608.692,465.163,762.91,815.675,835.268,
464,859.512,766.568,684.233,768.136,608.322,464.483,762.38,815.527,835.113,
465,859.354,766.521,683.99,768.136,607.952,463.803,761.851,815.379,834.959,
466,859.197,766.474,683.748,768.007,607.582,463.123,761.321,815.231,834.804,
467,859.04,766.427,683.506,767.878,607.212,462.443,760.792,815.083,834.65,
468,858.882,766.38,683.264,767.75,606.842,461.763,760.262,814.935,834.495,
469,858.725,766.333,683.022,767.621,606.472,461.083,759.733,814.787,834.341,
470,858.567,766.286,682.78,767.492,606.102,460.403,759.204,814.639,834.186,
471,858.41,766.239,682.539,767.363,605.732,459.723,758.674,814.491,834.032,
472,858.253,766.192,682.297,767.234,605.362,459.043,758.145,814.343,833.877,
473,858.075,766.145,682.056,767.091,604.992,458.363,757.615,814.195,833.723,
474,857.898,766.098,681.814,766.948,604.622,457.683,757.086,814.047,833.568,
475,857.721,766.051,681.573,766.805,604.252,457.003,756.543,813.899,833.414,
476,857.544,766.004,681.332,766.662,603.882,456.323,756,813.751,833.26,
477,857.367,765.828,681.091,766.519,603.512,455.643,755.457,813.603,833.105,
478,857.209,765.588,680.85,766.376,603.142,454.964,754.914,813.455,832.951,
479,857.052,765.348,680.61,766.232,602.772,454.284,754.371,813.307,832.796,
480,856.895,765.109,680.369,766.089,602.402,453.604,753.828,813.159,832.642,
481,856.737,764.869,680.129,765.946,602.032,452.924,753.285,813.011,832.487,
482,856.58,764.629,679.888,765.803,601.662,452.244,752.756,812.863,832.333,
483,856.422,764.39,679.648,765.66,601.292,451.564,752.226,812.715,832.178,
484,856.264,764.15,679.408,765.517,600.922,450.884,751.697,812.567,832.024,
485,856.107,763.91,679.168,765.374,600.552,450.204,751.167,812.419,831.869,
